pH,EC,W_Temp,A_Temp,Humid,CO2,Light_onoff,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Binary,Decimal_Label
5.21074237,0.584804998,1.687211834,6.591364792,78.80590619,1106.40197,1,0,0,1,0,0,0,1,1,100011,35
4.523673158,1.898191608,18.77313208,21.39489641,78.98086881,1040.515803,0,0,0,1,0,0,0,1,0,100010,34
1.77541694,1.311287908,20.84829163,11.97635426,22.83837956,792.0968965,0,0,0,0,0,1,0,1,0,1010,10
2.087110903,1.892859947,14.66551628,34.95857649,24.1961424,1251.326275,0,0,1,1,0,1,0,1,0,1101010,106
6.444543033,1.445978918,29.68321628,12.84678315,12.01684016,668.5760033,1,1,0,0,0,1,1,0,0,10001100,140
11.4742059,0.4125371,3.159041772,3.67634658,70.61778525,1107.95374,0,0,0,1,0,0,1,0,1,100101,37
8.747534891,0.83927456,0.457969136,26.70464239,13.29764596,738.108214,1,0,1,0,0,1,1,0,0,1001100,76
13.72840094,0.823011318,6.865566766,14.95172601,56.08398698,1113.095795,1,0,0,1,0,1,1,0,0,101100,44
10.68439229,0.281082286,10.54263513,14.89589172,4.874599289,805.6899087,1,0,0,0,0,1,1,0,1,1101,13
10.16620216,0.769318912,13.65724072,32.57498041,16.13654493,925.9534003,0,0,1,0,0,1,1,0,0,1001100,76
4.778745103,1.332146933,6.954417402,15.75279764,74.84073024,763.5736008,1,0,0,0,0,0,0,1,0,10,2
12.37920994,1.69519871,18.63126229,0.028015304,43.10468613,66.11156954,0,0,0,0,0,1,1,0,0,1100,12
5.740984663,0.091540308,4.05284539,3.970695223,92.68987773,613.4253638,1,0,0,0,1,0,0,1,1,10011,19
11.01275777,0.700536805,8.535606614,9.759867773,0.028271449,1318.350438,1,0,0,1,0,1,1,0,0,101100,44
8.293714818,1.097248553,12.87923939,11.97556986,23.061001,938.4208068,1,0,0,0,0,1,1,0,0,1100,12
6.301141137,1.831572152,20.13600779,22.37476968,50.25322377,990.4291127,0,0,0,0,0,1,1,0,0,1100,12
2.178008142,1.476724242,11.50083418,18.89478879,32.44121129,438.9024942,1,0,0,0,0,1,0,1,0,1010,10
1.049352118,0.918583597,22.52389277,16.51298235,94.84187897,1395.452171,1,1,0,1,1,0,0,1,0,10110010,178
6.917847476,1.856713363,22.61509266,1.075573829,27.18111934,1206.522459,1,1,0,1,0,1,1,0,0,10101100,172
6.875663816,0.84707459,18.22899274,34.22325958,39.01460686,801.4340848,0,0,1,0,0,1,1,0,0,1001100,76
4.423655717,1.762397327,31.5610609,2.107011641,37.92035867,714.5602507,0,1,0,0,0,1,0,1,0,10001010,138
11.44673765,1.785848892,25.02092887,16.89840809,49.86209096,41.92688272,0,1,0,0,0,1,1,0,0,10001100,140
10.14853523,1.771319984,21.86626509,8.573064255,44.31651613,122.3508458,1,0,0,0,0,1,1,0,0,1100,12
11.49544455,1.988398404,5.242620425,11.31348083,95.46096143,905.0027409,1,0,0,0,1,0,1,0,0,10100,20
4.492742639,1.23235491,18.73324597,33.77720584,15.97800301,787.2028614,0,0,1,0,0,1,0,1,0,1001010,74
7.211388509,1.421481945,25.82648245,2.723687428,10.53311909,1376.175632,1,1,0,1,0,1,1,0,0,10101100,172
11.38519375,1.070293193,9.012944629,10.69010579,57.9590135,423.3308065,0,0,0,0,0,1,1,0,0,1100,12
7.038138678,0.733392281,3.778872268,30.82959938,89.18418495,1192.752979,1,0,1,1,1,0,1,0,0,1110100,116
13.99349742,1.945344506,15.99619341,30.1657626,54.31621215,1114.841956,1,0,1,1,0,1,1,0,0,1101100,108
4.147060221,1.550864505,16.91328295,27.0972117,11.87136401,1212.401135,0,0,1,1,0,1,0,1,0,1101010,106
13.74684619,0.151195305,17.92844216,4.148912773,99.73449751,1140.77901,1,0,0,1,1,0,1,0,1,110101,53
4.496805467,1.562294004,5.831191736,21.56207708,92.00771129,327.4103316,1,0,0,0,1,0,0,1,0,10010,18
3.024367604,1.247723355,12.49480692,30.22962783,84.66496394,212.3351435,1,0,1,0,1,0,0,1,0,1010010,82
8.203062737,1.317130193,27.69632369,18.40177826,44.37814467,989.0907298,1,1,0,0,0,1,1,0,0,10001100,140
11.10306872,1.020833764,18.85640972,14.35277959,51.72020207,122.7206964,1,0,0,0,0,1,1,0,0,1100,12
1.797732804,0.50392803,16.03783647,29.29319706,37.66533117,667.3190497,0,0,1,0,0,1,0,1,1,1001011,75
0.589367258,1.757941306,32.71472498,27.682576,95.09792597,772.181565,1,1,1,0,1,0,0,1,0,11010010,210
12.39960013,0.499521839,7.461809342,24.52100843,23.35900723,1279.020995,1,0,1,1,0,1,1,0,1,1101101,109
10.06267921,0.082642169,7.364783557,11.49841477,56.00086374,1013.810005,1,0,0,1,0,1,1,0,1,101101,45
9.494055799,1.106658054,17.77940286,17.05536146,47.43292077,24.20098417,0,0,0,0,0,1,1,0,0,1100,12
9.310289727,1.889699478,28.9367599,25.58222576,37.59564228,512.3588157,1,1,1,0,0,1,1,0,0,11001100,204
4.501075195,0.911786143,32.21189795,18.31905474,69.7711358,713.5061137,1,1,0,0,0,0,0,1,0,10000010,130
13.12150867,1.551383193,13.8229296,1.570946694,17.72424334,1296.518154,0,0,0,1,0,1,1,0,0,101100,44
10.44765236,1.09834322,26.28966426,34.23558988,33.91020151,921.6195588,1,1,1,0,0,1,1,0,0,11001100,204
10.72863511,1.924930138,24.5761831,23.684282,67.67945089,674.4844996,1,1,0,0,0,0,1,0,0,10000100,132
12.38196198,0.744143252,3.538442084,8.400262838,13.53344995,1111.200647,0,0,0,1,0,1,1,0,0,101100,44
12.76677611,1.07858033,2.354943716,9.657204526,36.29199738,416.5055212,1,0,0,0,0,1,1,0,0,1100,12
10.57813638,0.085052644,2.880850889,6.294764299,58.22311687,210.779289,0,0,0,0,0,1,1,0,1,1101,13
9.045545686,0.640925758,17.31632599,9.059604742,22.56166524,178.2814754,1,0,0,0,0,1,1,0,0,1100,12
5.125197989,1.252144348,17.42021805,2.798835808,83.58473452,132.6401839,0,0,0,0,1,0,0,1,0,10010,18
1.255249773,1.259095539,21.44261539,20.43772669,19.30822989,571.5721961,1,0,0,0,0,1,0,1,0,1010,10
12.03166164,0.744621567,10.65351521,19.89903566,78.41670816,595.6854235,1,0,0,0,0,0,1,0,0,100,4
11.44901944,0.093524027,5.892748165,19.74025717,33.57469719,1330.94429,0,0,0,1,0,1,1,0,1,101101,45
3.08164848,1.011795179,13.94557101,6.913362874,16.73082165,779.0605218,1,0,0,0,0,1,0,1,0,1010,10
9.958014308,0.577432625,1.830022284,9.438813282,89.21604388,700.8739828,1,0,0,0,1,0,1,0,1,10101,21
12.14290139,1.058721419,15.60250084,18.25932829,0.562208297,469.3554191,0,0,0,0,0,1,1,0,0,1100,12
10.88320368,1.924360308,7.764096573,29.37172807,62.76879075,1403.482128,0,0,1,1,0,0,1,0,0,1100100,100
11.18333956,0.725705249,34.96853114,9.041709814,87.36719913,829.6120274,1,1,0,0,1,0,1,0,0,10010100,148
7.054406466,1.717981438,29.92552103,22.98437235,83.61016341,1065.835687,1,1,0,1,1,0,1,0,0,10110100,180
3.540687134,1.715745636,11.50982365,21.18419685,38.98053474,1063.913722,0,0,0,1,0,1,0,1,0,101010,42
5.656936494,0.298717903,22.50951336,14.48963192,71.41065663,790.1300317,1,1,0,0,0,0,0,1,1,10000011,131
11.63611113,0.763732134,25.42311496,34.27840821,13.96916902,925.9345616,1,1,1,0,0,1,1,0,0,11001100,204
10.48320736,0.517261841,29.52130936,22.10160113,62.24625718,406.9239442,1,1,0,0,0,0,1,0,1,10000101,133
8.861176991,0.680709607,33.35092832,19.43199465,10.55485253,1252.246089,1,1,0,1,0,1,1,0,0,10101100,172
12.48324937,0.651461142,1.186286874,0.651911776,45.99711112,372.0379835,0,0,0,0,0,1,1,0,0,1100,12
10.92946286,0.625397486,2.062819388,29.27599905,0.551356065,776.5085255,1,0,1,0,0,1,1,0,0,1001100,76
12.0588464,0.875754206,27.87540432,29.91662046,62.43645959,1433.653701,1,1,1,1,0,0,1,0,0,11100100,228
0.661521737,0.312848311,20.90871764,31.70893055,41.25253542,1090.2264,0,0,1,1,0,1,0,1,1,1101011,107
11.80877478,1.257279683,23.07814017,23.65386723,11.85098685,1449.75772,1,1,0,1,0,1,1,0,0,10101100,172
5.780388016,0.945484102,16.46844823,11.59787061,89.91727662,1285.750558,0,0,0,1,1,0,0,1,0,110010,50
12.17512377,0.703876285,22.25915556,30.70680693,12.27001316,93.78400563,0,1,1,0,0,1,1,0,0,11001100,204
6.372460007,1.558758179,24.90658918,30.11834513,71.76883326,532.029018,0,1,1,0,0,0,1,0,0,11000100,196
4.837469199,0.318892509,31.43587033,22.85196101,46.11005829,1309.455846,1,1,0,1,0,1,0,1,1,10101011,171
0.74305951,0.372330796,25.19064423,4.158248815,18.41702327,442.2026299,1,1,0,0,0,1,0,1,1,10001011,139
11.25431573,0.898061186,2.320097148,33.5082967,41.8583978,430.7414699,1,0,1,0,0,1,1,0,0,1001100,76
0.711984784,0.59874807,0.610215374,31.75826628,35.77362275,461.2164532,1,0,1,0,0,1,0,1,1,1001011,75
3.459396191,1.657318752,17.66488279,1.224843875,50.07026134,123.7258672,1,0,0,0,0,1,0,1,0,1010,10
11.45427557,1.808555929,33.83314112,18.17059055,25.59501283,950.6229058,0,1,0,0,0,1,1,0,0,10001100,140
9.944845307,1.18828106,22.15900154,14.95282199,87.49224964,438.002952,1,1,0,0,1,0,1,0,0,10010100,148
8.334615054,0.473707051,17.47985529,28.72765994,28.62912863,978.7494274,0,0,1,0,0,1,1,0,1,1001101,77
3.526095433,0.925198258,29.82895875,32.30380182,61.5713244,1430.552334,1,1,1,1,0,0,0,1,0,11100010,226
10.85174905,0.096462524,30.68973165,7.326602159,41.36304895,1477.494586,1,1,0,1,0,1,1,0,1,10101101,173
1.006780365,0.321252344,30.87988581,4.711493856,48.42359993,890.1650345,1,1,0,0,0,1,0,1,1,10001011,139
6.449113147,0.730272963,26.00046532,18.72464309,99.66408577,1046.084912,0,1,0,1,1,0,1,0,0,10110100,180
10.72464903,1.663001222,31.86033073,20.30383028,61.24046725,902.1377405,1,1,0,0,0,0,1,0,0,10000100,132
10.29938143,0.399169717,21.14818006,1.731966537,62.4538483,1460.4206,1,0,0,1,0,0,1,0,1,100101,37
1.956250103,0.736146388,6.252632,10.54456793,41.17192782,1032.663092,1,0,0,1,0,1,0,1,0,101010,42
3.944365226,0.857323727,1.317275573,0.896371698,50.98017086,1367.106745,0,0,0,1,0,1,0,1,0,101010,42
2.996512588,0.271771199,18.31615306,31.31405304,28.87107136,1342.285163,0,0,1,1,0,1,0,1,1,1101011,107
0.781350335,0.455010879,27.33934338,4.87613327,39.38600872,1018.733295,0,1,0,1,0,1,0,1,1,10101011,171
8.272796827,0.094682769,22.31720791,11.42780496,36.46549732,273.2734763,0,1,0,0,0,1,1,0,1,10001101,141
5.519125927,1.864213404,3.791904767,26.33568584,76.68494589,1471.844305,0,0,1,1,0,0,0,1,0,1100010,98
11.01446029,1.506362413,17.84665468,8.263160011,53.92346449,422.0594335,1,0,0,0,0,1,1,0,0,1100,12
3.136888589,0.290872364,31.54193257,5.599378615,76.94507615,447.6453197,1,1,0,0,0,0,0,1,1,10000011,131
6.47267658,0.28457056,24.4162483,20.50738087,85.01647094,1052.4368,0,1,0,1,1,0,1,0,1,10110101,181
12.49141696,0.342943096,7.175002271,28.99171466,48.63191923,601.7534556,1,0,1,0,0,1,1,0,1,1001101,77
9.700937285,1.505118009,26.39036175,25.30149282,51.84340125,105.2009112,1,1,1,0,0,1,1,0,0,11001100,204
10.17331724,0.254243863,17.13713455,6.911353301,98.53473001,763.1513626,1,0,0,0,1,0,1,0,1,10101,21
5.745172315,0.323529721,19.81264879,14.65642188,5.151815337,1300.200052,1,0,0,1,0,1,0,1,1,101011,43
4.477297642,1.654024649,30.11463251,20.80003397,73.54096074,80.05189182,0,1,0,0,0,0,0,1,0,10000010,130
9.583922632,0.36822533,26.05533015,34.02072706,81.83974006,1205.635785,0,1,1,1,1,0,1,0,1,11110101,245
4.263652566,1.78198217,11.17925754,9.750325433,65.59642813,363.9062694,0,0,0,0,0,0,0,1,0,10,2
2.313720368,1.057851951,5.47121335,20.41407867,50.30369633,1491.740651,1,0,0,1,0,1,0,1,0,101010,42
4.756546528,1.547659617,9.039137785,31.93618061,69.84440305,540.4304617,0,0,1,0,0,0,0,1,0,1000010,66
10.82264314,0.510851008,32.42940812,24.98529628,87.78808169,1219.882719,0,1,1,1,1,0,1,0,1,11110101,245
13.84362645,0.554109391,21.36749495,17.77251771,93.08553141,480.2107093,1,0,0,0,1,0,1,0,1,10101,21
8.491689605,0.566169228,34.36703265,1.418013211,68.64136275,661.7283178,0,1,0,0,0,0,1,0,1,10000101,133
1.208232368,1.226881246,13.83094713,25.11746151,78.45811555,1118.323253,0,0,1,1,0,0,0,1,0,1100010,98
9.092225359,0.809411997,13.63262528,1.520073281,27.76609972,1033.269996,0,0,0,1,0,1,1,0,0,101100,44
4.489650453,1.617731217,12.08189686,7.547935516,2.227166317,893.0021045,0,0,0,0,0,1,0,1,0,1010,10
12.08211866,1.134306988,12.23075012,3.787387844,42.10806962,313.4443422,0,0,0,0,0,1,1,0,0,1100,12
10.66800039,0.139322533,33.33554681,3.447927329,60.34137202,394.5452278,1,1,0,0,0,0,1,0,1,10000101,133
12.45673903,0.727479769,27.4702233,23.07965431,17.65338472,37.0692003,1,1,0,0,0,1,1,0,0,10001100,140
3.339963579,0.604541493,8.785194501,16.02634817,38.69222627,800.6633662,1,0,0,0,0,1,0,1,0,1010,10
5.364882315,0.503793482,6.648008627,34.12971123,54.4431752,1101.108681,0,0,1,1,0,1,0,1,1,1101011,107
10.2001606,1.74554081,16.35584563,30.94794342,9.934890026,574.4371338,1,0,1,0,0,1,1,0,0,1001100,76
3.455292494,0.135725028,22.23196875,32.86159571,96.69058329,866.1558551,0,1,1,0,1,0,0,1,1,11010011,211
11.58804581,1.783480416,4.77869497,8.339368054,17.45702781,1495.985251,1,0,0,1,0,1,1,0,0,101100,44
2.567222808,1.093584291,0.02274961,14.2960613,57.2276639,485.6312811,1,0,0,0,0,1,0,1,0,1010,10
6.545609616,1.123741078,3.669880153,12.91287424,10.4676173,63.1238924,0,0,0,0,0,1,1,0,0,1100,12
2.79106362,0.527205001,34.31295206,16.59679231,5.686775585,337.2912514,1,1,0,0,0,1,0,1,1,10001011,139
13.90040147,0.600290107,2.187849567,24.19713342,21.02971255,577.6843337,1,0,1,0,0,1,1,0,0,1001100,76
10.25416209,0.072729056,1.161620341,32.85799856,90.25911856,928.6847202,1,0,1,0,1,0,1,0,1,1010101,85
8.94568863,1.221380609,8.308162169,7.401956583,36.90851211,87.45524492,1,0,0,0,0,1,1,0,0,1100,12
8.081242325,1.386476675,25.28571884,1.135861063,85.5205889,358.2681509,1,1,0,0,1,0,1,0,0,10010100,148
0.265907374,0.862951549,34.7666092,29.94173757,34.54007381,144.9433415,1,1,1,0,0,1,0,1,0,11001010,202
4.348396766,1.655459884,15.57338537,22.1159753,0.028821381,299.1083004,0,0,0,0,0,1,0,1,0,1010,10
3.726032577,1.627343996,28.50870443,28.06942829,94.28498237,1011.39672,1,1,1,1,1,0,0,1,0,11110010,242
1.578740744,1.218033467,18.27672466,22.13001275,83.24495597,378.8310104,0,0,0,0,1,0,0,1,0,10010,18
10.7634128,0.35136855,33.20526144,26.49370426,44.76947131,1116.572504,1,1,1,1,0,1,1,0,1,11101101,237
4.650262703,1.920337081,6.675496901,10.77383855,74.03942862,465.2279762,0,0,0,0,0,0,0,1,0,10,2
1.236554434,0.405518351,19.64220308,9.536031156,42.6657181,1178.172453,0,0,0,1,0,1,0,1,1,101011,43
7.225083574,0.483707162,3.852599539,27.18882765,7.157457168,925.3504468,0,0,1,0,0,1,1,0,1,1001101,77
1.764443097,1.316280397,19.64084524,32.52886525,37.75623856,486.1823171,0,0,1,0,0,1,0,1,0,1001010,74
13.90972985,0.69741373,28.75292418,21.37773155,81.39476308,452.3875682,0,1,0,0,1,0,1,0,0,10010100,148
7.11212408,0.794619805,19.38557763,5.973280125,1.502374897,1192.014713,0,0,0,1,0,1,1,0,0,101100,44
3.339554806,0.375708223,34.88095147,28.4208463,9.622648189,534.27269,1,1,1,0,0,1,0,1,1,11001011,203
0.804993653,1.027447824,17.42364886,30.13198023,1.549909762,52.33727587,0,0,1,0,0,1,0,1,0,1001010,74
13.14315463,1.349508743,17.84405691,32.46466088,97.88769947,1107.292543,1,0,1,1,1,0,1,0,0,1110100,116
1.265618815,0.132016996,28.14086599,27.61335479,53.45525982,757.1546796,0,1,1,0,0,1,0,1,1,11001011,203
10.70446646,1.485933284,8.942277883,17.6668444,29.72377716,1237.860075,1,0,0,1,0,1,1,0,0,101100,44
2.102679927,1.37327559,18.81564298,12.58014582,69.11293777,396.6514937,0,0,0,0,0,0,0,1,0,10,2
6.607845605,0.04987127,17.18231661,10.23562763,75.33720046,411.4247708,1,0,0,0,0,0,1,0,1,101,5
2.508939084,1.479152178,26.90348097,13.47543209,55.01967099,1487.24321,1,1,0,1,0,1,0,1,0,10101010,170
7.188523497,1.455862441,19.39454751,10.83942385,82.3165566,1337.882719,1,0,0,1,1,0,1,0,0,110100,52
3.8348416,1.118494928,1.269757018,23.87397265,98.53633301,859.973145,0,0,0,0,1,0,0,1,0,10010,18
10.43108842,1.461298453,10.98639752,11.6189496,65.43219467,666.3170674,0,0,0,0,0,0,1,0,0,100,4
12.52283797,0.99698628,8.850695211,24.58501662,24.83477374,630.436074,0,0,1,0,0,1,1,0,0,1001100,76
10.10854005,1.326278459,13.16090611,19.61404561,54.78831399,766.267534,0,0,0,0,0,1,1,0,0,1100,12
6.202026789,0.444597935,13.46219133,25.13278668,71.52044223,225.4046041,0,0,1,0,0,0,1,0,1,1000101,69
11.15657972,0.417690617,14.25264751,25.31200682,28.37947963,1051.14928,1,0,1,1,0,1,1,0,1,1101101,109
0.400670827,1.869316175,11.15749289,16.23852403,99.20711045,1455.643486,1,0,0,1,1,0,0,1,0,110010,50
12.9221958,1.347884061,11.82190306,8.145122328,79.99081733,967.1492963,0,0,0,0,0,0,1,0,0,100,4
11.62290355,1.396017759,12.43799652,12.5330631,44.99670963,167.3704278,1,0,0,0,0,1,1,0,0,1100,12
11.75440358,1.560324827,21.35626705,32.90105899,59.10423521,1155.990139,1,0,1,1,0,1,1,0,0,1101100,108
13.9516043,0.555671179,32.21169488,19.84028071,43.62511789,711.9166761,0,1,0,0,0,1,1,0,1,10001101,141
9.598793185,0.318057405,32.70765306,18.95188855,28.14529139,74.06298527,0,1,0,0,0,1,1,0,1,10001101,141
6.118751391,0.229045362,5.774020516,16.47485912,56.24490484,1355.146893,1,0,0,1,0,1,1,0,1,101101,45
2.462760833,1.591737474,18.6618968,30.85211295,80.21954743,1064.272715,1,0,1,1,1,0,0,1,0,1110010,114
3.932439309,1.126246233,15.5631818,24.9533168,44.92792109,758.5621804,1,0,1,0,0,1,0,1,0,1001010,74
6.967803458,0.424585756,28.485424,32.00775521,19.44701469,1058.257953,1,1,1,1,0,1,1,0,1,11101101,237
2.318688822,1.768885598,21.43097752,15.70655345,68.19311863,898.8161146,1,0,0,0,0,0,0,1,0,10,2
1.810708635,0.497540465,3.64513668,13.37845556,54.76900682,606.4002765,0,0,0,0,0,1,0,1,1,1011,11
1.400396127,0.709510893,10.57554674,2.852812566,75.60170381,416.2289431,0,0,0,0,0,0,0,1,0,10,2
2.515714719,0.233167316,15.24260422,1.134574058,36.38524911,256.3347373,0,0,0,0,0,1,0,1,1,1011,11
13.3991607,0.27480356,6.581418763,2.538389282,89.06445647,1155.491318,0,0,0,1,1,0,1,0,1,110101,53
6.689322673,0.833158318,5.133646527,2.048480695,66.34585975,600.9785227,1,0,0,0,0,0,1,0,0,100,4
7.825664945,0.088501318,9.337610773,22.75207404,78.35171293,461.308319,1,0,0,0,0,0,1,0,1,101,5
0.932352387,1.886249407,33.7224681,8.560038362,53.65538586,468.903511,0,1,0,0,0,1,0,1,0,10001010,138
10.50128858,0.259149128,33.85468236,28.53725051,78.47436343,144.3878046,1,1,1,0,0,0,1,0,1,11000101,197
3.699874209,0.376673939,21.64114267,25.72630313,80.20598343,880.1820851,1,0,1,0,1,0,0,1,1,1010011,83
1.852277545,0.556960507,10.99645766,10.6142167,79.14489781,238.1515746,0,0,0,0,0,0,0,1,1,11,3
2.270710375,1.232713501,12.18130597,2.614471045,2.120343136,433.9560698,1,0,0,0,0,1,0,1,0,1010,10
11.27947192,1.438899479,13.97718158,15.50639111,84.63125808,608.0625504,1,0,0,0,1,0,1,0,0,10100,20
2.755381693,0.323606333,6.674166877,8.485353417,56.44951863,442.3119104,1,0,0,0,0,1,0,1,1,1011,11
6.35735012,0.013366541,21.56080722,2.415799689,74.76707565,1127.410552,1,0,0,1,0,0,1,0,1,100101,37
2.784437639,0.516927095,34.80309698,16.02916683,76.73975841,765.4375035,1,1,0,0,0,0,0,1,1,10000011,131
2.752407034,1.752714593,29.51109152,23.31267194,24.62314841,596.7109833,0,1,0,0,0,1,0,1,0,10001010,138
2.314297266,1.624666364,19.9503792,10.51798555,28.8460353,1064.896088,0,0,0,1,0,1,0,1,0,101010,42
11.29288195,1.424627065,2.288862971,11.55630869,2.491856626,110.6503059,1,0,0,0,0,1,1,0,0,1100,12
4.765422595,1.659511997,26.23489082,9.555732576,79.34234623,996.9509779,0,1,0,0,0,0,0,1,0,10000010,130
9.20898305,1.333715088,0.678985039,19.66934348,46.68164715,846.9229221,1,0,0,0,0,1,1,0,0,1100,12
9.090868749,0.307212898,21.78192728,9.745440845,17.75709294,723.6337775,1,0,0,0,0,1,1,0,1,1101,13
10.53250618,1.463174768,11.99048277,11.62545261,69.88444429,420.283381,1,0,0,0,0,0,1,0,0,100,4
7.309136367,0.974527831,11.31204623,10.79709282,37.64298314,720.8998922,1,0,0,0,0,1,1,0,0,1100,12
9.009027124,0.722640225,17.11020743,13.95863477,91.58658606,966.7891434,0,0,0,0,1,0,1,0,0,10100,20
11.46438265,1.191725727,2.298455923,25.59999375,87.73573112,1009.416212,0,0,1,1,1,0,1,0,0,1110100,116
5.832585686,1.677146968,9.375783299,12.75909201,99.24838768,1490.61436,1,0,0,1,1,0,1,0,0,110100,52
0.975465009,1.409227262,32.61733817,28.51458538,31.55050945,64.84230674,1,1,1,0,0,1,0,1,0,11001010,202
11.25387348,1.403391867,6.682244282,24.62291846,77.77901104,1085.475638,0,0,1,1,0,0,1,0,0,1100100,100
3.011875862,0.974305257,14.55814663,14.41787362,62.83076391,1459.70178,1,0,0,1,0,0,0,1,0,100010,34
3.194173909,1.531634274,24.14860714,10.84698502,89.27990734,549.3064026,0,1,0,0,1,0,0,1,0,10010010,146
5.247499951,1.27589161,25.87889642,19.52078951,1.338319423,498.9136301,1,1,0,0,0,1,0,1,0,10001010,138
11.4833317,0.224788387,31.30660969,14.32885463,83.39681158,604.2718502,1,1,0,0,1,0,1,0,1,10010101,149
7.509018319,1.779406061,22.12547864,10.65955594,73.42003003,1206.351416,1,1,0,1,0,0,1,0,0,10100100,164
4.032056825,1.131148667,0.656309872,17.8754679,13.93652671,1014.371652,1,0,0,1,0,1,0,1,0,101010,42
1.874133999,0.603831666,27.55677971,33.26197657,36.37565997,859.2892393,0,1,1,0,0,1,0,1,0,11001010,202
12.42094676,0.023852805,21.53239454,33.335747,38.49595549,299.0167488,1,0,1,0,0,1,1,0,1,1001101,77
2.759230144,1.127143872,10.40988082,8.973407922,76.98392231,1485.76252,0,0,0,1,0,0,0,1,0,100010,34
2.933836216,0.213572791,3.39051276,10.70469986,3.652345531,113.8274492,0,0,0,0,0,1,0,1,1,1011,11
2.205252898,1.32106125,20.48121262,1.579185098,5.262288163,1222.054136,0,0,0,1,0,1,0,1,0,101010,42
2.982216315,1.555899899,11.94757512,31.10746279,12.358267,566.2886171,0,0,1,0,0,1,0,1,0,1001010,74
12.32241421,1.131184489,7.471703504,18.3569608,76.26879755,814.9019379,0,0,0,0,0,0,1,0,0,100,4
3.708515002,0.033659665,0.544530026,10.69577945,75.52286653,347.8199601,0,0,0,0,0,0,0,1,1,11,3
11.58319287,0.197119668,32.98745032,24.03815566,0.729714703,136.3992907,1,1,1,0,0,1,1,0,1,11001101,205
8.751282339,0.084853606,17.50343577,32.36246821,7.840764635,675.2290396,0,0,1,0,0,1,1,0,1,1001101,77
7.091119972,0.358444353,5.473084797,32.40936174,11.02032794,1498.639566,0,0,1,1,0,1,1,0,1,1101101,109
0.825518298,0.599219059,27.24854108,8.844644648,95.23768996,991.2672215,0,1,0,0,1,0,0,1,1,10010011,147
1.118966323,1.640113521,17.47961117,5.265125985,59.92091619,1302.211297,1,0,0,1,0,1,0,1,0,101010,42
5.85460793,1.204708364,28.99144768,3.634992521,24.67500002,739.7831527,1,1,0,0,0,1,1,0,0,10001100,140
0.40972295,0.057845756,4.779230721,4.511485198,2.058408294,457.2211143,1,0,0,0,0,1,0,1,1,1011,11
8.337790599,0.11741027,4.361108984,8.519551218,12.23567396,963.1764181,1,0,0,0,0,1,1,0,1,1101,13
11.09824462,1.222564495,28.59349753,11.92824621,41.89174361,859.7193786,0,1,0,0,0,1,1,0,0,10001100,140
